3873	2955
7178	2731
6943	2868
3602	3990
7806	6160
8639	4589
9453	3673
6854	2577
4931	3851
6610	1534
4162	3318
6205	2564
5186	2415
5725	2259
9038	2184
4838	2311
7511	6416
4850	3052
2862	2968
7220	6190
5170	3679
5163	2846
6562	6172
5686	3526
4357	2332
5943	2761
5522	4055
4601	4195
5427	2570
5307	2142
6475	6499
5318	4162
5384	6222
4068	2563
5552	3965
5089	4195
5974	3955
4274	6867
5224	3564
3963	3530
3736	3655
7566	3174
6037	3729
7969	3363
7853	2562
6274	2878
4638	4025
6574	3836
4571	6204
1044	3101
3955	3908
6048	5979
9953	4650
4324	2763
7752	4311
6974	3668
3806	2262
7723	2788
8251	2690
8344	3119
7016	4238
6611	2212
5408	5886
5680	5666
5057	5415
5636	5155
4822	5553
3192	6612
3909	6121
3360	6309
5796	4418
5812	4206
6062	4304
7137	5111
7564	5068
9140	4272
9534	4349
8859	4078
7817	5416
7788	3839
7658	3927
8132	3975
7984	4039
8186	3584
8054	3689
8559	3699
6978	6231
6011	5715
7470	4226
7075	3956
6465	4119
5700	4006
4867	3559
4274	4002
4251	3114
5548	2493
5559	1937
10494	4773
6797	1153
7110	1260
7043	1111
7195	1044
7127	885
7302	950
7353	859
7363	1347
7454	1258
7544	1165
7663	1085
7720	994
7617	1454
7757	1349
7773	1250
7812	1143
8140	1499
8065	1298
8399	1427
8184	1161
8338	1047
8730	1187
8624	1313
5115	6412
4838	6432
6313	4582
6676	4693
6368	5556
6664	5584
5924	2996
6180	3316
1960	2844
3185	2689
5266	4248
6380	3274
6759	2616
2884	4932
4462	4142
8490	4818
3609	6095
4170	6518
6050	6310
7056	6346
7163	5927
6995	5701
5293	5174
4705	5578
8846	5342
10250	4414
7104	4290
6668	4176
9932	2698
8097	2418
8502	2671
7513	3422
6909	2346
6547	3585
4297	3428
4707	4207
2849	4349
3086	4930
3424	5039
4457	4296
5060	4626
9353	5227
9328	5135
9277	5054
6096	3054
4130	3430
4590	5395
1770	4109
6613	5056
6436	5051
9845	4605
9845	4605
9842	4294
7304	4351
8299	3713
7811	3549
7661	3653
7595	3226
7776	2844
8370	3174
8419	3283
8328	3429
8660	3553
8828	3394
9390	3326
8927	3140
8670	3038
8711	2806
9099	2962
9586	3178
9160	3006
8082	2661
8285	2878
8282	2258
8422	2154
8540	2068
9294	2024
9282	2140
9201	2256
9187	2383
10207	2212
10048	2445
10292	2388
10547	2332
9940	1978
10055	1583
10414	1725
10776	1871
11133	2012
10850	2456
10679	2552
10563	2654
10421	2899
10992	3165
10376	3192
9804	3356
9918	3770
9806	3838
9648	3940
9029	3791
11170	2528
11170	2707
11164	2901
11165	3091
11168	3280
11161	3468
7849	2331
11009	3798
10564	4147
6939	877
8467	1600
8656	1504
8994	1635
9253	1537
9443	1445
